eq_id;system;item;target_quantity;unit;target_parameter;status;verification;source;proposed_zone;interface_ids;service_access;mass_kg;dimensions_mm;rated_electric_power_w;start_peak_w;daily_energy_wh;installed_state;procurement_state
EQ-130;FIRE;Аварийное освещение;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-131;GALLEY_DOMESTIC;Индукционная плита;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-132;GALLEY_DOMESTIC;Духовой шкаф;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-133;GALLEY_DOMESTIC;Микроволновая/комби печь;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-134;GALLEY_DOMESTIC;Вытяжка;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-135;GALLEY_DOMESTIC;Посудомоечная машина;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-136;GALLEY_DOMESTIC;Холодильник;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-137;GALLEY_DOMESTIC;Морозильник;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-138;GALLEY_DOMESTIC;Льдогенератор;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-139;GALLEY_DOMESTIC;Винный шкаф;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-140;GALLEY_DOMESTIC;Стиральная/сушильная техника;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-141;GALLEY_DOMESTIC;Кофейная система;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-142;GALLEY_DOMESTIC;Кладовая и фиксация предметов на ходу;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Galley / domestic;"D01 камбуз; D02 хозяйственная зона; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-10 IF-15 IF-17;"Техника извлекается через проём; запорная арматура доступна; тепло конденсаторов отводится; дверцы удерживаются при крене";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-143;LIGHTING;LED освещение диммируемые сцены;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-144;LIGHTING;Ночные/красные режимы и напольная подсветка;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-145;LIGHTING;Локальные физические органы управления;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-146;LIGHTING;Master-off кают с исключением критических цепей;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-147;LIGHTING;USB-C PD и AC зарядные точки у коек;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-148;LIGHTING;Навигационные огни и контроль;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Lighting and controls;"L01 каюты и общие зоны; L02 палуба; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-20;"Замена драйверов/светильников без вскрытия закрытой обшивки; доступ к ручному управлению";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-149;DECK_RIG;Электрические/гидравлические парусные приводы;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-150;DECK_RIG;Приводные основные лебёдки;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-151;DECK_RIG;Закрутки парусов и ручной аварийный режим;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-152;DECK_RIG;Брашпиль со счётчиком цепи на постах;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-153;DECK_RIG;Якоря цепи хранение и фундаменты;UNKNOWN;шт/комплект — уточнить комплектность;dual-anchor strategy;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-154;DECK_RIG;Мойка носа пресной/морской водой;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-155;DECK_RIG;Кормовой душ горячая/холодная вода;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-156;DECK_RIG;Приводная пассарель/давит;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-157;DECK_RIG;Тендер и его хранение/подъём;UNKNOWN;шт/комплект — уточнить комплектность;по реальной геометрии;CONDITIONAL_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-158;DECK_RIG;Подводное освещение;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-159;DECK_RIG;Мачта гик стоячий такелаж паруса и бегучий такелаж;UNKNOWN;шт/комплект — уточнить комплектность;комплект не зафиксирован;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-160;DECK_RIG;Палубные проходки силовые узлы путенсы и мачтовая опора;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Exterior/deck equipment target;"R01 мачта/палуба; R02 якорный нос; R03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-20 IF-21 IF-24 IF-25;"Осмотр силовых креплений; ручной аварийный привод; снятие лебёдок; доступ к цепному ящику; проходы при поднятом тендере";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-161;TANKS;Топливные танки горловины вентиляция датчики люки;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/05-tanks-plumbing-hvac.md#Tank survey;"T01 существующие границы обследовать; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-20 IF-26;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-162;TANKS;Танки пресной воды горловины вентиляция датчики люки;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/05-tanks-plumbing-hvac.md#Tank survey;"T02 существующие границы обследовать; HYPOTHESIS_NOT_POSITIONED";IF-10 IF-20 IF-26;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-163;GREY_WATER;Серые стоки душевые сборники насосы и чистка;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/05-tanks-plumbing-hvac.md#Black and grey water;"W05 мокрые зоны; HYPOTHESIS_NOT_POSITIONED";IF-15 IF-20;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-164;CHARGING;Генератор двигателя регулятор и защита при отключении BMS;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/04-electrical-generation.md#Charging sources;"M01/E01; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-08;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-165;CHARGING;Солнечная генерация;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/04-electrical-generation.md#Charging sources;"палуба/бимини; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-24;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-166;CHARGING;Гидрогенератор;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/04-electrical-generation.md#Charging sources;"корма; HYPOTHESIS_NOT_POSITIONED";IF-01 IF-06 IF-21;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-167;HULL_ELECTRICAL;Коррозионная защита аноды контроль изоляции;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/04-electrical-generation.md#Aluminium-yacht electrical requirements;"корпус и распределительные узлы; HYPOTHESIS_NOT_POSITIONED";IF-09 IF-20;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-168;COMFORT;Акустические развязки изоляция машинной зоны и труб;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROFILE_INPUT_TO_VALIDATE;NOT_CHECKED;docs/16-premium-builder-specification.md#Noise and vibration target;"машинная/жилые зоны; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-17;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-169;SAFETY_SCOPE;Спасательное оснащение плоты персональные средства аварийная связь;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;SCOPE_TO_RESOLVE;NOT_CHECKED;office/project.json#applicable_requirements;"палуба/доступные шкафы; HYPOTHESIS_NOT_POSITIONED";IF-20 IF-24;"Размеры люков и технологические зоны по проекту; обеспечить осмотр и извлечение";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
